Message,sentimen_bert,sentimen_vader
jawab tompi andien project pop pokoke kalian semua wajib ikut kuis kita sing a long sama sama gaaeezs gazzkeeun braayy,positive,neutral
jawab tompi project pop andien yeaayyy musisi favorit manggung hari minggu kalo gitu wajin nontonlah semotidak menang dpt tiket kuylah ramekan kuis,neutral,neutral
takar spbu merah semua jujur lebih baik mahal sedikit berintegiritas,negative,neutral
jawab tompi project pop andien ayooo siapa mau tiket sgra ikut quiznya aliok,neutral,neutral
id pilih mimin pingin banget nntn java jazz pliisss,positive,neutral
jawab tompi project pop andien naahhh kuis tunggu udah ayoo serbu pingin gretongan firmansah,neutral,neutral
ketitidak musisi andien tompi project pop nyyooo siap hpmu ikut kuis pokoke hadiqh,neutral,neutral
ketitidak musisi andien tompi project pop ayoooookkk ikut taufik86,neutral,neutral
jawab andien project pop tompi yuk ikut,neutral,neutral
tompi project pop andien lets gooo my friend seru2an ikut kuis menang karaoke bareng nungzen kustrianasari fajrolinghaw jangan ampe ngak yaa,neutral,positive
jawab andien project pop tompi yuk ikut,neutral,neutral
jawab andien project pop tompi yuk ikut,neutral,neutral
jawab andien project pop tompi yuk ikut,neutral,neutral
jawab andien project pop tompi yuk ikut mau banget nonton banget day 3 nya,neutral,neutral
jawab andien project pop tompi yuk ikut,neutral,neutral
jawab project pop tompi andien ramai kuisna,neutral,neutral
tompi project pop andien ikut manteman callie id,neutral,neutral
jawab semotidak pilih menang tiket jjf tompi project pop andien smuanya kexuali ayo ikut kuis naksunclassified ramai bestiee,neutral,neutral
id aamiin semotidak pilih menang,neutral,neutral
tiga tompi andien project pop titidak kuis aziiib semua undang ikut jolali yoo,neutral,neutral
wk makan iklan yaaa makanyaaa main kee logo 31 jangaan main kee logo 34wkwkwklucu andaaa main takaraan,positive,neutral
tompi andien project pop tampil yuk,neutral,neutral
kalo abis gaji bawa ken checkout barang keranjang olshop min,neutral,neutral
andien project pop tompi,neutral,neutral
tompi andien project pop,neutral,neutral
project pop tom andien,neutral,neutral
project pop andien tompi,neutral,neutral
andien tompi projectpop teman2,neutral,neutral
id ralat project pop projext pop,neutral,neutral
andien tompi project pop yuk bro buru ikut biar pergi bareng seru java jazz 2024,neutral,neutral
jawabannya1 andien2 tompi3 project popsemotidak aku nonton nyanyi jazz idola hari akhir java jazz 2024yuk teman sama id ramai festival java jazz,neutral,positive
hahaha laku temen gue banget neeeh,positive,positive
gue isi pertamax jatuh lebih irit isi bensin sekali buat minggu an,positive,neutral
andien projectpop tompi yuk ikut,neutral,neutral
udah beli voucher bbm kok dapet min,neutral,neutral
andien tompi project pop ada waktu nh nonton,neutral,positive
akumulasi beli lama bulan,negative,neutral
banyak uang habis dipake buat foya2 kedok self reward,negative,positive
cara pakenya gimana kak kalo pake voucher bbm,neutral,neutral
kalo kasih voucher buat temen gitu masuk hitung min,neutral,neutral
oke gas oke gasssss,negative,neutral
gue mah lebih demen sama double poin aja,negative,neutral
andien tompi project pop please ken banget java jazz hari ketitidak semotidak rezeki aamiin,neutral,positive
hai id jawab andien tompi project pop terima kasih pertamax series udah adain giveaway semotidak aku untung yaa hehe azza,neutral,neutral
hai id jawab andien tompi project pop yuhuuuu wish me luck azza,positive,positive
andien tompi project pop,neutral,neutral
beat kayak pertalite sih pkai atas gk ngaruh,negative,neutral
always go with pertamax turbo,neutral,neutral
punya ku isi pertamax biasa,neutral,neutral
kalo kompresi mesin 148 pake ron brp mending,positive,neutral
sat seett perlu ngantri panjang,negative,neutral
mantapss lari kenceng boskuh,positive,neutral
tim pake pertamax turbo pas banyak duit doang,negative,neutral
betul betul betulsss,positive,neutral
motor saat bensin full tank auto smile,neutral,positive
dewasa pas mau isi bensin langsung full ragu hehehe,negative,neutral
kapan bakal triple poin kak,neutral,neutral
bener banget simpel jadi orang dewasa,negative,neutral
min presale tiket motogp sedia,neutral,neutral
aing pake pertamax soal enak bensin lebih irit,positive,neutral
gimana sih sensasi pake pertamax turbo,neutral,neutral
nmax gue pake pertamax turbo kok pas ganti oli jadi merah oli nya,neutral,neutral
sederhana saya suka,positive,neutral
gue dewasa ketika mulai mencari2 diskon tanggal tua,neutral,neutral
say kapan ad pertamax green cirebon,neutral,neutral
alhamdulillah punya motor pakek tertamax turbo dri 2017 ampek sekarangmotor tetep sehat,positive,neutral
bener bisa bersih kerak mesin,positive,neutral
otw topup ovo dulu,neutral,neutral
buru cashback keluar wkwkwk,negative,neutral
buru cashback keluar wkwkwk,negative,neutral
aku jutidak mauuuu cashback min,negative,neutral
mimin promo kaya gin apa bakal terus,neutral,neutral
saran aja sih tambah metode bayar via dana kak,positive,neutral
jangan kamuuu cashback aja aku kejarr,negative,neutral
cocok banget tanggal tua gin,positive,neutral
satu user cuman sekali,negative,neutral
isi pertamax minimal brp biar dapat 15k,neutral,neutral
thanks info kak auto luncur spbu,positive,positive
id kalau kompresi 13 5 pakai apa pak,neutral,neutral
ken coba pertamax green,neutral,neutral
sayang sekali majalengka belum sedia hufft,negative,neutral
enak sekarang udah dimanamana perlu jauhjauh ke kota,positive,neutral
alam pake green mesin lebih enteng bawa,positive,neutral
cakeeepp kak gass terus sampe boyolali,positive,neutral
loh nyata sidoarjo ada,negative,neutral
makin banyak aja sekarang spbu nya,positive,neutral
kalo buat motor lawas cocok ya,positive,neutral
kupon undi dipake apa poin2nya,neutral,neutral
rela ngisiin bensin temen biar dapat poin,neutral,neutral
poin gw udah abis buat tukar merchandise hehe,neutral,neutral
minta tutor biar poin cepet banyak kak,neutral,neutral
isi pertamax turbo berapa poin per liter,neutral,neutral
min kasih sempat gue biar menang tebar undi,neutral,neutral
gue ikut,neutral,neutral
buat periode lanjut kapan umum minmax,neutral,neutral
benefit apa aja kalo misal ikut tebar hadiah,neutral,positive
sayang gk tuh,negative,neutral
beli tiket zone b,neutral,neutral
aidah kalo mau beli tiket mending sekarang aja,neutral,neutral
ken beli premium duit cuma mampu reguler,neutral,neutral
mimin kalo bawa anak kecil umur 10th apa perlu beli tiket tambah,negative,neutral
kalo mau beli offline apa bisa,neutral,negative
wiiidiiihh udah buka presale motogp mandalika,neutral,neutral
emang kapan sih event motogp nya,neutral,neutral
bayar pake debit,positive,neutral
pergi jalan y enak min,positive,neutral
gak sengaja geser slide foto nyata yang tarik v,neutral,neutral
kak weekend kemarin aku udah evoucher kalo besok isi pasti gak,neutral,neutral
min pertamax green kapan hadir garut,neutral,neutral
arti kalo isi bensin bakal x2 poin kak,neutral,neutral
jalan jalan cari udara segar,positive,neutral
wekend tetep kerja cemunguttt,negative,neutral
mending hangout bareng kawan,positive,neutral
mau jalan pantai dong,positive,neutral
aja deh asal yang ngajak,negative,neutral
aja deh asal yang ngajak,negative,neutral
doain kak gw nabung dulu,neutral,neutral
satu akun maksimal beli berapa tiket,neutral,neutral
kapan memang ricenya kalau pass cuti ken,neutral,neutral
min tiket motogp ready,neutral,positive
lets go riding with pertamax turbo,neutral,neutral
tebar undi kapan umum ya,neutral,neutral
isi full buat malmingan an hehe,negative,neutral
enak beli turbo poin mypertamina jadi cepat banyakkk,positive,neutral
pertama kali beli pertamax turbo buat my lovely beat coz belah antri panjang mau cepet pulang,positive,positive
gue pake pertamax biar bebas antri,neutral,neutral
lebih halus suara mesin pas pakai turbo,negative,neutral
jet darat siap tempur,neutral,neutral
always fast track,positive,neutral
slalu pake jalur satu biar anti ribettt,neutral,negative
ikut join gak,negative,positive
awasss jatuh mas,negative,neutral
fast track andal gue browww,positive,neutral
tampang sangar hati hello kitty wkwkwk,positive,neutral
tari bebas hambat pas isi bengsin,negative,neutral
ken ikut goyang jadi,neutral,neutral
ekspresi pas abis gaji haha,positive,positive
nice info min,neutral,positive
satu user maksimal berapa kali deh,negative,neutral
seringseringlah kasih cashback ini,neutral,neutral
apa di spbu tentu bebas,neutral,neutral
gue sekali isi bensin atas 500k,neutral,neutral
gue bulan kemarin udah dapet tuh kalo isi dapat cashback gak,neutral,neutral
khusus pake ovo terus kak kapan laeeenn,neutral,neutral
reset tiap bulan yak,negative,neutral
nyala terus senin,negative,neutral
gue abis tuker poin jadi voucher makan sedaaaaapppp,neutral,neutral
ku hadap semua sambil seruput kopi dulu d,positive,neutral
buat gueeee semua hari sama aja kak sama2 cari cuan banyakk,negative,neutral
siaaaappp banget lah,negative,neutral
paling penting dompet aman dah ajaa jadi semua hari bakal happy truzz,positive,positive
abis jemput doi dr kantor langsung mampir spbu,neutral,neutral
kalo pake link aja gak,negative,neutral
min spbu tempat gue bisa fast track,positive,neutral
benefitnya apa aja sih kalo alih pertamax,negative,neutral
kalo bukan siapa coba bakal rawat mesin,negative,neutral
asa gw doank apa lain jtidak tiap abis isi bensin ptmx rasa irit banget pdhl pp tempat sama,positive,neutral
kayak yang kurang lengkap kalo isi pertamax,negative,neutral
kalo buat aing 3f arti fulus fulus fulus,neutral,neutral
power full akselerasi sempurna,positive,neutral
and thats me forever,neutral,neutral
baik ganti oli brp bulan sekali,neutral,neutral
pertamax ada promo beli bensin gratis bensin,neutral,positive
gue tiap bayar cash mulu ken pake mypertamina cuman ngerti cara pakenya,neutral,neutral
min satu kupon undi butuh brp poin,neutral,neutral
kak kalo sy punya voucher bbm tp dipake kalo alih temen aja paa,neutral,neutral
asyikkk bener kasih promo truzz,positive,neutral
tancep gasss langsung,positive,neutral
ane udah voucher tuhh,neutral,neutral
nunggu double points pas weekend aja,neutral,neutral
sisa 2hr doonnk,negative,neutral
panjang kak kalo sampe akhir bulan juni hehe,positive,neutral
bkal lngsung dpt voucher nya,neutral,neutral
ken merchandise mandalika dapetinnya ya,neutral,neutral
jawab jalan kanan aju sertifikat rumah bfi finance ikut yuk sri pamungkas revilina natasha selvia marbun,neutral,neutral
tahun lalu gue kesana tuh kalo tahun gatauuu,negative,neutral
aja deh duit ada ckckck,negative,neutral
gak sabar ken nonton motogp,positive,neutral
mimin bakal kesana jtidak,negative,neutral
bakal simulasi motogp tidak min,neutral,neutral
kapan batas beli kak,neutral,neutral
tunggu transfer abang dulu hahaha,negative,positive
beli tiket donngggg,positive,neutral
satu akun maksimal beli berapa tiket,neutral,neutral
double untung jadinyaa voucher sama fee service,positive,neutral
baru punya 300 poin duhh kira2 bakal tiket jalanjalan ya,neutral,neutral
baru 60 kupon,neutral,neutral
lebih tarik sama yamaha nmax kak lumayan banget kalo menang buat keliling kota,positive,neutral
poin aja baru kumpul sedikit kak,negative,neutral
kupon udah kumpul apa bakal reset tiap periode,neutral,neutral
suhu minta tips biar menang,neutral,neutral
sebenernya kalo hoki kupon sedikit jutidak menang,negative,neutral
gue udah 130 min,neutral,neutral
susah banget kumpulin kupon kudu double points dulu,negative,neutral
gass adain triple poin biar cepet banyak kupon,neutral,neutral
bangunin bang kalo tidur kalo ngorok,negative,neutral
tim liat apa penting rame antri situ gue samperin,neutral,neutral
si green apa bakal aman buat jangka panjang,positive,neutral
tari lebih enak,positive,neutral
jombang ada varian greentea,neutral,neutral
buat motor apa aja bg vario,neutral,neutral
tetap si pertamax std soal tempat gw ada,neutral,neutral
kalo mau ganti bensin tuh syarat gimana kak maaf nih awam apa langsung campur atau dibersihin dulu tank nya,negative,neutral
di surabaya pomnya belah mana minpengen nyobain,positive,neutral
kab kuningan tunggu ron 95 dri pertamina,neutral,neutral
make pertamax green kaya lebih irit aja,positive,neutral
ciaaaaattttt lets go,positive,neutral
tangsel ada pertamax green bosskuu,neutral,neutral
mantap manajin terus,positive,neutral
salah pilih slalu isi bahan bakar kualitas,positive,neutral
cuman dapat salah satu aja apa dua,neutral,neutral
besok aja kak isi bengsin biar dapat e voucher,neutral,neutral
isi bensin pas weekend biasa ngantri full tp dengan pertamax,neutral,neutral
siapa sini ngisi bensin tiap malmingan,negative,neutral
klo isi 20 liter pertamax 92 dpt brp poin kirakira kak,neutral,neutral
biar bensin cepet basi mending happy fun,positive,positive
baru tau ad istilah bensin basi hehe,negative,neutral
aku nitip nitip apa nitip jatidak hati,negative,neutral
makanya kalo punya bensin tuh dipake jangan didiemin mulu minimal ajak gue jalanjalan lahh ckckck,negative,neutral
makanya kalo punya bensin tuh dipake jangan didiemin mulu minimal ajak gue jalanjalan lahh ckckck,negative,neutral
aku sedih kok kalau besok hari senin aku sedih kalau ketemu kamu,negative,neutral
ikan hiu makan tomat i love you so much,positive,positive
min weekend promo spesial,positive,neutral
kopi kopi apa paling manis kopinang kau bismillah,positive,neutral
kalau kamu jadi air mata aku rela jadi buaya,positive,neutral
pernah gombal aku mah,negative,neutral
lumayaaannnn isi pertamax double poin mbuh poin konversi buat jajan bareng anakanak,neutral,neutral
sy isi pertamax turbo mau keluar kota doang,neutral,neutral
min kalo motor beat sekal isi turbo apa bolehhhhh,neutral,neutral
malu lah mobil bagus tidak ngisi turbo mwehehe,negative,neutral
presale motogp apa ada,neutral,neutral
paling neng sama jalur fast track,positive,neutral
forma jd lebih tenaga,positive,neutral
tongkrong gw full isi pertamax semua,neutral,neutral
min kalo isi pertamax pake flazz ga,neutral,neutral
pcx pertamax turbo kombinasi baik jauh,positive,neutral
besok aku isi full tank,neutral,neutral
biasa isi cuman 90rb udah buat minggu,neutral,neutral
jrg skrng promo bayar pake linkaja,neutral,neutral
yah telat info gue abis isi bensin tadi sore,neutral,negative
beneran min,negative,neutral
mah nya khusus buat roda empat huuufff kasih buat roda juga dong kaka,neutral,neutral
pake ovo aja kalo pake lain ndak,negative,neutral
per user nya dibatasin bisa beberapakali tuh minsay,neutral,neutral
gak hujan ada angin auto full senyum,neutral,neutral
udah tau beb,negative,neutral
motor gw alegri bensin subsidi,negative,neutral
asa member prioritas jadi min,positive,neutral
motor bebek tinggal kake sering aing pake,neutral,neutral
min cara cek pom bisa bayar cashless gimana,neutral,neutral
kalo semua spbu kasih jalur fast track,neutral,neutral
sbnrnny pilih pertamax bukan so kaya tp malezzz ngantri ajah,negative,neutral
motor skupi jadul beli pertamax karna males antre pertalite,negative,neutral
butuh awat ekstra kalo suka jadul2,positive,neutral
motor sy supra jadul pake pertamax,neutral,neutral
